,owner,fuel,year,selling_price,km_driven,transmission,mileage,engine,max_power,seats
3531,First Owner,Petrol,2007,2.1,140000,Manual,17.7,1497,78.0,5
3532,First Owner,Petrol,2017,3.7,40000,Manual,20.89,1197,81.8,5
3533,First Owner,Petrol,2019,6.0,20000,Automatic,21.4,1197,83.1,5
3534,First Owner,Diesel,2020,8.1,15000,Manual,24.3,1248,88.5,5
3535,First Owner,Petrol,2019,3.46,16000,Manual,23.84,1199,84.0,5
3536,First Owner,Petrol,2005,0.55,130000,Manual,13.0,1343,90.0,5
3537,Second Owner,Diesel,2012,2.5,118000,Manual,13.93,2179,138.03,7
3538,Second Owner,Petrol,2006,1.2,44000,Manual,16.1,1298,88.2,5
3539,Second Owner,Diesel,2013,6.0,50000,Manual,20.77,1248,88.8,7
3540,First Owner,Petrol,2016,3.3,60000,Manual,15.37,1196,73.0,5
3541,Second Owner,Petrol,2014,4.0,147000,Manual,18.6,1197,81.83,5
3542,Second Owner,Diesel,2004,1.0,40000,Manual,16.8,1405,62.0,5
3543,First Owner,Diesel,2017,8.0,55000,Manual,24.52,1248,88.5,7
3544,Second Owner,Diesel,2015,3.4,40000,Manual,27.62,793,47.0,5
3545,Second Owner,Petrol,2002,0.55,100000,Manual,17.3,993,60.0,5
3546,First Owner,Diesel,2016,9.0,50000,Manual,24.52,1248,88.5,7
3547,First Owner,Diesel,2014,25.0,30000,Automatic,9.0,1984,181.0,5
3548,First Owner,Petrol,2018,4.65,30000,Manual,20.51,998,67.04,5
3549,First Owner,Petrol,2004,0.7,150000,Manual,17.3,993,60.0,5
3550,First Owner,Petrol,2016,4.0,24177,Manual,17.57,1193,88.7,5
3551,First Owner,Diesel,2012,1.85,80000,Manual,16.1,1405,70.0,5
3552,Second Owner,Petrol,2006,1.4,150000,Manual,18.9,998,67.1,5
3553,Second Owner,Diesel,2015,4.15,120000,Manual,21.04,1461,83.8,7
3554,First Owner,Diesel,2012,5.32,121779,Manual,12.05,2179,120.0,8
3555,First Owner,Diesel,2017,6.0,56000,Manual,27.39,1248,74.0,5
3556,First Owner,Petrol,2018,4.59999,12000,Manual,20.4,1197,81.8,5
3557,First Owner,Diesel,2017,8.0,15381,Manual,24.3,1248,88.5,5
3558,First Owner,Diesel,2011,3.1,5000,Manual,13.6,2523,63.0,7
3559,First Owner,Diesel,2014,4.75,40000,Manual,19.01,1461,108.5,5
3560,First Owner,Petrol,2018,3.5,10000,Manual,23.95,998,67.05,5
3561,First Owner,Diesel,2019,18.0,10000,Manual,16.0,2179,140.0,7
3562,First Owner,Petrol,2018,6.4,25000,Automatic,22.0,1197,81.8,5
3563,First Owner,Petrol,2017,3.5,50000,Automatic,20.51,998,67.0,5
3564,First Owner,Petrol,2018,6.0,30000,Manual,17.0,1198,108.5,5
3565,First Owner,Diesel,2015,5.75,23000,Manual,23.9,1582,126.2,5
3566,First Owner,Diesel,2019,9.74,15000,Manual,16.55,2498,105.0,6
3567,Second Owner,Petrol,2018,4.45,5000,Automatic,20.51,998,67.0,5
3568,Second Owner,Diesel,2015,5.8,15000,Manual,20.77,1248,88.76,7
3569,First Owner,Diesel,2020,10.5,20000,Manual,22.1,1396,88.7,5
3570,First Owner,Diesel,2015,6.0,50000,Manual,22.77,1498,98.59,5
3571,Second Owner,Petrol,2017,3.7,40000,Manual,18.16,1196,86.8,5
3572,First Owner,Petrol,2017,4.83,15000,Manual,23.1,998,67.04,5
3573,First Owner,Petrol,2016,4.7,10000,Manual,18.9,1197,82.0,5
3574,First Owner,Diesel,2018,9.5,25000,Manual,24.3,1248,88.5,5
3575,First Owner,Petrol,2011,3.45,70000,Manual,17.6,1496,88.7,5
3576,First Owner,Petrol,2020,6.0,5000,Automatic,20.89,1197,81.8,5
3577,First Owner,Petrol,2009,3.0,60000,Manual,19.0,998,66.1,5
3578,Second Owner,Petrol,2007,1.6,74800,Manual,18.2,998,67.1,5
3579,Second Owner,Petrol,2004,1.2,80000,Manual,16.1,796,37.0,4
3580,First Owner,Petrol,2018,3.4,120000,Manual,20.3,998,68.05,5
3581,Second Owner,Petrol,2007,1.38,120000,Manual,17.7,1497,78.0,5
3582,Second Owner,Diesel,2013,8.0,120000,Manual,15.1,2179,140.0,7
3583,First Owner,Petrol,2019,9.6,20000,Manual,17.0,1197,108.6,5
3584,Second Owner,Petrol,2009,1.2,70000,Manual,18.9,1061,67.0,5
3585,First Owner,Petrol,2012,2.7,40000,Manual,18.9,998,67.1,5
3586,Second Owner,Petrol,2011,2.0,100000,Manual,21.1,1197,85.8,5
3587,First Owner,Petrol,2012,3.28,123000,Manual,18.6,1197,85.8,5
3588,First Owner,Diesel,2012,4.32,77000,Manual,22.32,1582,126.32,5
3589,First Owner,Petrol,2019,5.65,7000,Manual,18.78,999,75.0,5
3590,First Owner,Petrol,2017,3.9,70000,Manual,15.37,1196,73.0,5
3591,First Owner,Diesel,2017,6.0,30000,Manual,25.83,1498,99.0,5
3592,First Owner,Petrol,2011,1.65,70000,Manual,18.0,995,62.0,5
3593,First Owner,Petrol,2011,4.21,105000,Manual,17.0,1497,118.0,5
3594,Second Owner,Petrol,2012,2.25,109322,Manual,16.36,1495,93.7,5
3595,First Owner,Diesel,2013,3.5,120000,Manual,21.64,1461,84.8,5
3596,First Owner,Diesel,2018,17.57,24000,Manual,17.1,1956,170.0,5
3597,Second Owner,Diesel,2015,6.0,70000,Manual,27.39,1248,74.0,5
3598,First Owner,Petrol,2018,5.15,35000,Manual,24.0,1199,83.81,5
3599,Second Owner,Diesel,2017,8.0,70000,Manual,23.65,1248,88.5,5
3600,First Owner,Diesel,2015,5.03,110000,Manual,14.1,2179,147.94,7
3601,First Owner,Diesel,2019,38.0,20000,Automatic,18.0,1969,190.0,5
3602,First Owner,Petrol,2017,4.75,40000,Manual,20.51,998,67.04,5
3603,First Owner,Petrol,2015,4.0,20000,Automatic,20.51,998,67.0,5
3604,First Owner,Diesel,2011,3.0,60000,Manual,20.3,1248,75.0,5
3605,Second Owner,Petrol,2009,2.35,70000,Manual,17.3,1061,64.0,5
3606,Second Owner,Petrol,2015,3.5,40000,Manual,20.51,998,67.04,5
3607,Second Owner,Diesel,2017,6.25,34000,Manual,28.4,1248,74.02,5
3608,First Owner,Diesel,2014,5.25,120000,Manual,15.1,2179,140.0,7
3609,First Owner,Petrol,2018,5.5,10000,Manual,20.3,1199,84.0,5
3610,Second Owner,Diesel,2015,5.5,80000,Manual,15.96,2523,62.1,7
3611,Second Owner,Petrol,2006,2.0,100000,Manual,17.7,1497,78.0,5
3612,First Owner,Diesel,2011,3.5,120000,Manual,13.0,2489,95.0,8
3613,Second Owner,Petrol,2006,2.2,100000,Manual,17.7,1497,78.0,5
3614,First Owner,Petrol,2016,4.12,25000,Manual,18.9,1197,82.0,5
3615,Second Owner,Petrol,2009,1.26,52000,Manual,18.9,1061,67.0,5
3616,First Owner,Diesel,2013,4.3,63000,Manual,23.4,1248,74.0,5
3617,Second Owner,Petrol,2009,1.3,90000,Manual,19.0,998,66.1,5
3618,First Owner,Petrol,2017,3.5,60000,Manual,23.84,1199,84.0,5
3619,First Owner,Petrol,2011,2.2,35000,Manual,19.7,796,46.3,5
3620,First Owner,Diesel,2011,3.8,80000,Manual,13.6,2523,63.0,7
3621,Second Owner,Diesel,2010,2.0,110000,Manual,20.0,1399,68.0,5
3622,First Owner,Diesel,2015,20.0,20000,Manual,12.55,2982,168.5,7
3623,First Owner,Diesel,2015,6.1,90000,Manual,22.77,1498,98.59,5
3624,Second Owner,Petrol,2016,25.0,30000,Automatic,15.71,1998,189.0,5
3625,First Owner,Diesel,2017,6.2,61000,Manual,26.59,1248,74.0,5
3626,First Owner,Petrol,2013,1.5,66000,Manual,14.7,796,37.0,8
3627,First Owner,Petrol,2018,4.5,80000,Manual,20.62,1198,67.0,7
3628,Second Owner,Diesel,2017,11.5,27000,Manual,19.67,1582,126.2,5
3629,First Owner,Petrol,2018,5.0,60000,Manual,18.15,1198,82.0,6
3630,First Owner,Petrol,2011,2.46,139000,Manual,18.9,998,67.1,5
3631,Second Owner,Petrol,2008,0.65,10000,Manual,16.1,796,37.0,4
3632,First Owner,Diesel,2016,7.25,30000,Manual,21.7,1498,98.96,5
3633,First Owner,Diesel,2014,7.36,125000,Automatic,22.32,1582,126.32,5
3634,First Owner,Diesel,2018,7.0,45000,Manual,28.4,1248,74.02,5
3635,First Owner,Petrol,2011,1.5,30000,Manual,18.0,995,62.0,5
3636,Second Owner,Petrol,2010,1.8,80500,Manual,19.7,796,46.3,5
3637,First Owner,Diesel,2014,4.09999,200000,Manual,23.59,1364,67.04,5
3638,First Owner,Diesel,2013,5.5,60000,Manual,15.96,2523,62.1,7
3639,Second Owner,Petrol,2004,0.5,18000,Manual,16.1,796,37.0,4
3640,Second Owner,Diesel,2006,0.8,110000,Manual,20.8,1527,58.0,5
3641,Second Owner,Petrol,2005,1.1,90000,Manual,19.7,796,46.3,5
3642,Second Owner,Petrol,2006,1.8,120000,Manual,17.7,1497,78.0,5
3643,First Owner,Diesel,2017,6.05,127000,Manual,28.4,1248,74.02,5
3644,First Owner,Diesel,2017,8.0,70000,Manual,24.52,1248,88.5,7
3645,First Owner,Diesel,2011,3.5,116500,Manual,23.0,1396,90.0,5
3646,First Owner,Petrol,2012,3.0,120000,Manual,18.5,1197,82.85,5
3647,Second Owner,Diesel,2011,2.25,90000,Manual,20.0,1399,68.0,5
3648,First Owner,Diesel,2017,13.0,40000,Automatic,17.6,2179,153.86,7
3649,First Owner,Diesel,2018,5.6,18000,Manual,21.66,1498,108.62,5
3650,First Owner,Diesel,2017,6.5,70000,Manual,24.3,1248,88.5,5
3651,First Owner,Diesel,2018,11.5,29000,Manual,15.1,2179,152.87,7
3652,First Owner,Petrol,2016,4.8,65755,Manual,21.4,1197,83.1,5
3653,First Owner,Diesel,2019,9.6,2600,Manual,23.0,1498,98.96,5
3654,First Owner,Diesel,2017,10.5,46000,Automatic,16.0,2179,140.0,7
3655,Second Owner,Petrol,2017,3.1,15000,Manual,21.1,814,55.2,5
3656,First Owner,Diesel,2014,5.0,60000,Manual,23.4,1248,74.0,5
3657,First Owner,Petrol,2017,3.5,15500,Automatic,23.95,998,67.1,5
3658,First Owner,Diesel,2015,3.65,120000,Manual,25.8,1498,98.6,5
3659,Second Owner,Diesel,2007,2.4,80000,Manual,13.6,2523,63.0,7
3660,First Owner,Diesel,2019,9.25,40000,Manual,17.3,1497,121.0,7
3661,First Owner,Petrol,2018,5.9,15000,Manual,18.16,1196,86.8,5
3662,Second Owner,Diesel,2013,5.25,110000,Manual,13.7,2179,138.1,7
3663,Second Owner,Diesel,2014,7.2,80000,Manual,12.99,2494,100.6,8
3664,First Owner,Diesel,2017,8.5,50000,Automatic,19.6,1461,108.45,5
3665,First Owner,Diesel,2010,4.9,110000,Automatic,11.79,2179,120.0,8
3666,First Owner,Diesel,2013,3.25,100000,Manual,25.8,1498,98.6,5
3667,First Owner,Diesel,2019,12.0,20000,Automatic,22.0,1582,126.2,5
3668,First Owner,Diesel,2012,4.5,135000,Manual,15.96,2523,62.1,7
3669,First Owner,Diesel,2014,3.0,50700,Manual,19.09,1405,69.01,5
3670,Second Owner,Diesel,2013,3.65,70000,Manual,22.07,1199,73.9,5
3671,First Owner,Petrol,2007,5.0,120000,Automatic,11.7,1796,178.0,5
3672,Second Owner,Diesel,2014,9.0,112000,Manual,12.99,2494,100.6,8
3673,First Owner,Diesel,2018,7.0,35000,Manual,24.0,1186,73.97,5
3674,First Owner,Diesel,2017,8.8,50000,Manual,19.6,1461,108.45,5
3675,Second Owner,Diesel,2009,3.8,120000,Manual,12.05,2179,120.0,7
3676,First Owner,Petrol,2018,3.2,20000,Manual,23.01,999,67.0,5
3677,First Owner,Diesel,2015,5.5,60000,Manual,20.45,1461,83.8,5
3678,First Owner,Diesel,2016,32.0,40000,Automatic,18.12,1995,190.0,5
3679,Second Owner,Diesel,2013,7.5,440000,Manual,12.99,2494,100.6,7
3680,First Owner,Diesel,2017,6.45,60000,Manual,18.49,1493,100.0,7
3681,First Owner,Petrol,2015,3.0,110000,Manual,20.51,998,67.04,5
3682,First Owner,Diesel,2016,5.8,152000,Manual,21.19,1396,88.73,5
3683,First Owner,Diesel,2013,4.51,70000,Manual,15.96,2523,62.1,7
3684,First Owner,Petrol,2018,8.5,50000,Manual,17.0,1198,108.5,5
3685,First Owner,Diesel,2011,3.0,125000,Manual,19.3,1248,73.9,5
3686,First Owner,Petrol,2016,3.5,60000,Manual,18.16,1196,86.8,5
3687,First Owner,Diesel,2016,12.0,90000,Manual,12.99,2494,100.6,8
3688,First Owner,Petrol,2017,5.5,20000,Manual,17.0,1198,73.75,5
3689,Second Owner,Diesel,2012,3.0,150000,Manual,20.54,1598,103.6,5
3690,First Owner,Diesel,2012,3.5,110000,Manual,23.0,1396,90.0,5
3691,Second Owner,Diesel,2015,8.8,120000,Manual,19.67,1582,126.2,5
3692,First Owner,Diesel,2016,6.6,110000,Manual,21.19,1396,88.73,5
3693,First Owner,Petrol,2015,4.5,40000,Manual,17.57,1193,88.7,5
3694,Second Owner,Diesel,2012,4.0,110000,Manual,19.7,1598,103.6,5
3695,First Owner,Diesel,2019,13.0,20000,Manual,16.36,2179,120.0,7
3696,First Owner,Diesel,2013,2.29999,230000,Manual,20.0,1399,68.1,5
3697,First Owner,Petrol,2010,1.4,60000,Manual,18.6,1199,79.4,5
3698,Second Owner,Petrol,2012,1.95,35000,Manual,19.0,998,67.1,5
3699,First Owner,Petrol,2015,5.0,45000,Manual,17.19,1197,81.86,5
3700,First Owner,Petrol,2012,0.6,45000,Manual,25.4,624,38.0,4
3701,First Owner,Petrol,2016,4.0,25000,Manual,17.57,1193,88.7,5
3702,First Owner,Petrol,2014,4.0,10000,Manual,18.6,1197,81.83,5
3703,First Owner,Petrol,2018,3.8,19000,Manual,20.51,998,67.04,5
3704,First Owner,Petrol,2019,5.79,10000,Manual,21.4,1197,83.1,5
3705,First Owner,Petrol,2019,4.0,25000,Manual,18.15,1198,82.0,6
3706,First Owner,Petrol,2012,2.7,30000,Manual,20.36,1197,78.9,5
3707,First Owner,Diesel,2014,5.0,90000,Manual,15.96,2523,62.1,7
3708,First Owner,Petrol,2017,4.75,20000,Manual,23.84,1199,84.0,5
3709,First Owner,Diesel,2018,8.5,48000,Manual,19.87,1461,83.14,5
3710,First Owner,Diesel,2009,4.75,120000,Manual,12.05,2179,120.0,7
3711,Second Owner,Diesel,2012,3.7,210000,Manual,19.3,1248,73.9,5
3712,Second Owner,Petrol,2010,1.87,200400,Manual,19.81,1086,68.05,5
3713,Second Owner,Petrol,2008,1.95,110000,Manual,20.36,1197,78.9,5
3714,First Owner,Diesel,2014,4.59999,38000,Manual,13.93,2179,138.03,7
3715,Second Owner,Petrol,2004,1.35,90000,Manual,13.4,1794,125.0,5
3716,First Owner,Diesel,2017,8.5,43000,Manual,24.52,1248,88.5,7
3717,First Owner,Petrol,2018,5.0,25000,Manual,20.3,1086,68.0,5
3718,Second Owner,Petrol,2016,3.85,26000,Manual,20.51,998,67.04,5
3719,Second Owner,Diesel,2006,1.35,120000,Manual,16.8,1493,110.0,5
3720,Second Owner,Diesel,2007,2.0,120000,Manual,13.93,2956,138.1,7
3721,First Owner,Petrol,2016,7.0,20000,Manual,20.73,1373,91.1,5
3722,First Owner,Diesel,2013,2.9,25000,Manual,23.57,1396,70.0,5
3723,First Owner,Diesel,2017,7.25,60000,Manual,28.4,1248,74.02,5
3724,First Owner,Diesel,2008,2.0,80000,Manual,12.2,1948,68.0,10
3725,First Owner,Petrol,2014,1.55,80000,Manual,16.8,796,34.2,8
3726,First Owner,Petrol,2017,41.0,17000,Automatic,9.5,3604,280.0,5
3727,Second Owner,Petrol,2011,2.8,20000,Manual,18.6,1197,85.8,5
3728,First Owner,Petrol,2019,4.5,25000,Manual,20.3,1199,84.0,5
3729,Second Owner,Petrol,2006,1.35,70000,Manual,15.9,1298,85.0,5
3730,First Owner,Diesel,2014,6.5,40000,Manual,15.1,2179,140.0,7
3731,First Owner,Petrol,2020,6.5,7300,Manual,21.01,1197,81.8,5
3732,First Owner,Diesel,2018,7.5,25000,Manual,28.09,1248,88.5,5
3733,First Owner,Petrol,2010,1.5,100000,Manual,19.7,796,46.3,5
3734,First Owner,Diesel,2017,5.0,35000,Manual,25.32,1198,77.0,6
3735,Second Owner,Diesel,2013,4.25,80000,Manual,22.32,1582,126.32,5
3736,First Owner,Petrol,2010,2.6,60000,Manual,20.36,1197,78.9,5
3737,Second Owner,Diesel,2014,4.0,110000,Manual,20.14,1498,88.8,5
3738,Second Owner,Diesel,2017,5.75,70000,Manual,22.54,1396,88.73,5
3739,First Owner,Petrol,2008,1.75,40000,Manual,0.0,1086,62.0,5
3740,First Owner,Diesel,2012,4.0,95000,Manual,19.7,1598,103.6,5
3741,Second Owner,Diesel,2011,3.5,200000,Manual,13.6,2523,63.0,7
3742,First Owner,Diesel,2015,4.84999,30000,Manual,25.2,1248,74.0,5
3743,First Owner,Diesel,2015,4.84999,30000,Manual,25.2,1248,74.0,5
3744,Second Owner,Diesel,2013,3.5,70000,Manual,20.14,1498,88.5,5
3745,Second Owner,Diesel,2014,14.0,80000,Automatic,12.55,2982,168.7,7
3746,First Owner,Diesel,2017,6.55,70000,Manual,28.4,1248,74.02,5
3747,First Owner,Diesel,2016,5.0,30000,Manual,27.3,1498,98.6,5
3748,First Owner,Petrol,2016,3.0,15000,Manual,18.6,1199,76.8,5
3749,First Owner,Diesel,2018,6.5,21000,Manual,25.83,1498,99.0,5
3750,First Owner,Petrol,2014,3.0,35000,Manual,20.52,1197,81.8,5
3751,First Owner,Petrol,2016,4.75,25000,Manual,18.7,1199,88.7,5
3752,First Owner,Petrol,2017,4.5,30000,Manual,23.84,1199,84.0,5
3753,First Owner,Diesel,2019,7.54,10000,Manual,28.4,1248,74.02,5
3754,First Owner,Petrol,2013,3.0,40000,Manual,20.36,1197,78.9,5
3755,First Owner,Petrol,2014,2.5,25000,Manual,21.1,814,55.2,5
3756,First Owner,Diesel,2018,7.25,15000,Manual,28.4,1248,74.02,5
3757,First Owner,Petrol,2008,0.95,70000,Manual,19.7,796,46.3,5
3758,First Owner,Petrol,2018,4.75,7800,Manual,20.3,1086,68.0,5
3759,First Owner,Diesel,2014,5.75,55000,Manual,14.0,2179,138.1,7
3760,First Owner,Petrol,2016,3.5,30000,Manual,23.84,1199,84.0,5
3761,Second Owner,Diesel,2013,3.3,125000,Manual,15.96,2523,62.1,7
3762,First Owner,Petrol,2016,4.82,50000,Manual,20.4,1197,81.8,5
3763,First Owner,Petrol,2017,3.8,30000,Manual,23.84,1199,84.0,5
3764,First Owner,Petrol,2016,3.1,30000,Manual,18.6,1199,76.8,5
3765,First Owner,Petrol,2009,2.8,35000,Manual,17.5,1298,85.8,5
3766,First Owner,Petrol,2018,9.0,30000,Automatic,14.99,1498,104.5,5
3767,First Owner,Petrol,2010,2.5,60000,Manual,18.9,1061,67.0,5
3768,First Owner,Petrol,2017,7.5,39000,Manual,17.01,1591,121.3,5
3769,First Owner,Petrol,2019,4.2,15000,Manual,23.01,999,67.0,5
3770,First Owner,Petrol,2019,6.7,5000,Manual,19.5,1199,88.76,5
3771,Second Owner,Petrol,2016,4.2,9750,Manual,19.81,1086,68.05,5
3772,First Owner,Diesel,2016,18.0,110000,Manual,13.68,2393,147.8,7
3773,First Owner,Petrol,2018,9.0,35000,Manual,17.5,1199,88.7,5
3774,First Owner,Diesel,2015,12.0,10000,Manual,15.1,2179,140.0,7
3775,First Owner,Diesel,2018,15.25,46000,Manual,15.1,2179,152.87,7
3776,Second Owner,Petrol,2015,2.1,50000,Manual,22.74,796,47.3,5
3777,Second Owner,Diesel,2016,17.0,110000,Manual,13.68,2393,147.8,7
3778,First Owner,Petrol,2015,8.0,50000,Manual,17.4,1497,117.3,5
3779,Second Owner,Diesel,2014,5.7,70000,Manual,25.2,1248,74.0,5
3780,Second Owner,Diesel,2012,3.5,120000,Manual,21.5,1248,88.8,5
3781,Second Owner,Diesel,2011,3.5,93000,Manual,21.9,1396,90.0,5
3782,First Owner,Diesel,2018,7.5,50000,Manual,16.5,1493,70.0,7
3783,Second Owner,Petrol,2011,1.6,100000,Manual,15.37,1196,73.0,7
3784,First Owner,Petrol,2019,5.62,5000,Manual,18.9,1197,81.86,5
3785,First Owner,Petrol,2012,2.9,27000,Manual,20.36,1197,78.9,5
3786,Second Owner,Diesel,2014,6.0,122000,Manual,15.1,2179,140.0,7
3787,Second Owner,Diesel,2015,4.01,74000,Manual,24.4,1120,71.0,5
3788,First Owner,Petrol,2019,7.5,6500,Automatic,21.21,1197,81.8,5
3789,Second Owner,Diesel,2007,2.4,80000,Manual,13.6,2523,63.0,7
3790,First Owner,Petrol,2012,2.29999,50000,Manual,20.92,998,67.1,5
3791,First Owner,Diesel,2013,5.0,50000,Manual,15.96,2523,62.1,7
3792,First Owner,Petrol,2010,3.5,80000,Manual,11.96,1298,80.0,8
3793,First Owner,Petrol,2018,2.17,25000,Manual,22.7,799,53.64,5
3794,First Owner,Diesel,2018,6.7,35000,Manual,22.71,1461,84.8,5
3795,First Owner,Petrol,2011,2.25,30000,Manual,20.92,998,67.1,5
3796,First Owner,Petrol,2020,7.37,10000,Automatic,18.76,1462,103.26,5
3797,First Owner,Petrol,2014,3.0,80000,Manual,23.1,998,67.04,5
3798,First Owner,Diesel,2008,0.85,120000,Manual,17.0,1405,70.0,5
3799,Second Owner,Diesel,2010,1.95,120000,Manual,16.2,1493,110.0,5
3800,Second Owner,Diesel,1999,1.5,198000,Manual,14.8,1998,68.0,5
3801,First Owner,Petrol,2010,2.9,65000,Manual,15.64,1193,64.1,5
3802,First Owner,Diesel,2018,8.89,20000,Manual,28.09,1248,88.5,5
3803,First Owner,Petrol,2016,4.0,60000,Manual,17.0,1198,73.75,5
3804,First Owner,Petrol,2018,3.9,13120,Manual,25.17,799,53.3,5
3805,First Owner,Diesel,2017,15.5,87500,Manual,17.1,1956,170.0,5
3806,First Owner,Diesel,2014,6.0,125000,Manual,22.32,1582,126.32,5
3807,First Owner,Petrol,2018,8.0,25000,Automatic,17.4,1197,81.86,5
3808,First Owner,Petrol,2015,7.95,35000,Manual,17.01,1591,121.3,5
3809,First Owner,Diesel,2016,7.35,25000,Manual,22.54,1396,88.73,5
3810,First Owner,Petrol,2018,4.0,25000,Automatic,24.04,999,67.0,5
3811,First Owner,Diesel,2014,3.95,140000,Manual,14.0,2489,95.0,8
3812,Second Owner,Diesel,2005,1.3,79000,Manual,13.1,1493,82.0,5
3813,First Owner,Diesel,2015,6.0,125000,Manual,21.04,1461,83.8,8
3814,First Owner,Diesel,2016,7.2,80000,Manual,21.19,1396,88.73,5
3815,Second Owner,Diesel,2010,2.2,80000,Manual,16.2,1493,110.0,5
3816,Second Owner,Diesel,2014,5.45,100000,Manual,22.32,1582,126.32,5
3817,Second Owner,Diesel,2011,3.7,100000,Manual,20.54,1598,103.6,5
3818,First Owner,Diesel,2010,4.5,78000,Manual,13.6,2523,63.0,7
3819,First Owner,Petrol,2018,7.5,15000,Automatic,17.4,1197,81.86,5
3820,First Owner,Diesel,2015,11.0,70000,Manual,15.4,2179,120.0,7
3821,First Owner,Petrol,2019,7.11,5000,Manual,21.4,1197,83.1,5
3822,First Owner,Petrol,2016,2.85,75000,Manual,23.95,998,67.05,5
3823,First Owner,Petrol,2020,7.49,5500,Manual,21.01,1197,81.8,5
3824,Second Owner,Diesel,2016,5.5,80000,Manual,19.64,1461,108.45,5
3825,Second Owner,Diesel,2010,3.0,120000,Manual,19.3,1248,73.9,5
3826,First Owner,Diesel,2017,6.25,70000,Manual,27.39,1248,74.0,5
3827,Second Owner,Petrol,2017,6.5,80000,Manual,17.19,1197,81.86,5
3828,Second Owner,Diesel,2016,6.31,75000,Manual,26.59,1248,74.0,5
3829,Second Owner,Diesel,2010,2.2,80000,Manual,16.2,1493,110.0,5
3830,Second Owner,Petrol,2017,6.0,40000,Manual,20.3,1199,84.0,5
3831,First Owner,Diesel,2012,3.9,120000,Manual,23.5,1498,88.7,5
3832,First Owner,Diesel,2010,3.4,110000,Manual,23.0,1396,90.0,5
3833,First Owner,Diesel,2019,6.7,2000,Manual,27.28,1047,69.0,5
3834,Second Owner,Diesel,2014,5.3,80000,Manual,23.4,1248,74.0,5
3835,Second Owner,Petrol,2015,3.5,38000,Automatic,23.95,998,67.05,5
3836,Second Owner,Petrol,1997,0.5,110000,Manual,16.1,796,37.0,4
3837,First Owner,Petrol,2012,4.5,30000,Manual,17.5,1197,85.8,5
3838,First Owner,Diesel,2014,9.99,25000,Manual,15.4,2179,120.0,9
3839,First Owner,Diesel,2005,2.25,188000,Manual,12.3,1948,90.0,7
3840,First Owner,Petrol,2012,1.5,40000,Manual,21.1,814,55.2,5
3841,First Owner,Diesel,2014,5.0,120000,Manual,19.01,1461,108.45,5
3842,First Owner,Diesel,2014,9.99,25000,Manual,15.4,2179,120.0,9
3843,First Owner,Diesel,2017,9.57,60000,Manual,21.38,1396,88.7,5
3844,First Owner,Diesel,2006,10.5,250000,Manual,12.8,2494,102.0,7
3845,First Owner,Petrol,2018,3.2,35000,Manual,22.5,999,67.0,5
3846,First Owner,Petrol,2016,3.0,15000,Manual,23.95,998,67.05,5
3847,First Owner,Diesel,2010,2.7,98000,Manual,17.8,1248,75.0,5
3848,Second Owner,Diesel,2010,2.7,90000,Manual,18.3,1991,147.9,5
3849,Second Owner,Petrol,2013,1.4,110000,Manual,18.6,1199,79.4,5
3850,First Owner,Diesel,2019,14.5,10000,Manual,17.3,1497,121.0,7
3851,First Owner,Diesel,2019,12.0,25000,Manual,20.0,1497,115.0,5
3852,First Owner,Diesel,2019,8.34,13000,Manual,22.54,1396,88.76,5
3853,First Owner,Diesel,2017,4.5,80000,Manual,27.28,1047,69.0,5
3854,First Owner,Diesel,2019,9.0,20000,Manual,28.4,1248,74.02,5
3855,Second Owner,Diesel,2012,4.0,100000,Manual,20.54,1598,103.6,5
3856,Second Owner,Petrol,2017,2.5,35000,Manual,20.3,998,68.05,5
3857,Second Owner,Petrol,2010,2.25,60000,Manual,12.9,1598,102.5,5
3858,First Owner,Diesel,2012,3.0,70000,Manual,18.6,1388,67.0,5
3859,Second Owner,Diesel,2015,4.59999,60000,Manual,20.5,1248,91.72,5
3860,Second Owner,Diesel,2016,8.25,35000,Manual,22.77,1498,98.59,5
3861,Second Owner,Diesel,2012,1.5,231438,Manual,18.4,1248,75.0,5
3862,First Owner,Diesel,2016,7.1,71000,Manual,27.39,1248,74.0,5
3863,First Owner,Diesel,2016,4.25,70000,Manual,23.2,1248,73.94,5
3864,First Owner,Petrol,2007,0.45,80000,Manual,16.1,796,37.0,4
3865,Second Owner,Diesel,2011,3.8,239451,Manual,13.6,2523,63.0,7
3866,First Owner,Diesel,2009,2.4,90000,Manual,21.1,1248,73.9,5
3867,First Owner,Diesel,2016,11.5,154000,Manual,19.67,1582,126.2,5
